amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,mood,age,avg_bpm_listened,most_listened_genre_Classical,most_listened_genre_Electronic,most_listened_genre_Hip-hop,most_listened_genre_Jazz,most_listened_genre_Pop,most_listened_genre_Rock,listening_frequency_daily,listening_frequency_hourly,listening_frequency_monthly,listening_frequency_weekly
0,0,0,1,0,0,0,0,0,4,34,194,0,0,0,0,1,0,0,0,1,0
0,0,1,1,1,0,0,0,0,3,25,105,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,2,56,191,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,3,22,116,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,4,32,84,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,3,36,191,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,1,1,0,0,3,18,60,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,1,4,20,137,0,0,0,0,1,0,1,0,0,0
1,0,1,0,0,0,1,0,0,5,39,94,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,4,22,170,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,3,19,152,0,0,0,0,1,0,0,0,0,1
1,0,1,0,1,0,0,0,0,2,15,166,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,3,20,198,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,3,21,175,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,3,43,145,1,0,0,0,0,0,1,0,0,0
1,0,1,1,0,0,0,0,0,4,19,68,0,0,0,0,1,0,0,0,0,1
1,0,0,1,0,0,1,0,0,4,18,166,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,2,17,102,0,0,0,0,1,0,0,0,1,0
1,0,1,0,1,0,0,0,0,4,42,152,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,4,42,187,0,0,1,0,0,0,0,0,1,0
1,0,0,1,0,0,0,0,0,3,46,118,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,1,0,1,1,25,193,0,0,0,1,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,5,21,143,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,1,0,0,4,26,149,0,0,0,0,0,1,1,0,0,0
1,0,0,1,0,0,0,0,0,3,46,82,0,0,0,0,0,1,0,1,0,0
0,0,1,0,0,0,1,0,0,4,42,163,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,4,19,137,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,3,24,107,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,1,5,23,197,0,1,0,0,0,0,0,1,0,0
1,0,0,1,1,0,0,0,0,5,20,179,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,0,0,0,0,4,16,140,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,5,44,103,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,4,41,98,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,1,0,4,17,175,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,99,189,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,4,29,169,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,4,21,119,0,0,0,0,0,1,1,0,0,0
0,0,1,0,1,0,0,0,0,5,30,162,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,23,151,0,0,0,0,1,0,1,0,0,0
0,1,1,0,1,0,0,0,0,5,25,165,0,0,0,0,0,1,1,0,0,0
1,1,0,1,0,0,0,0,0,4,47,71,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,4,18,63,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,3,19,78,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,3,28,115,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,3,21,62,0,0,1,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,5,22,112,1,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,3,26,134,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,4,30,134,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,0,0,0,0,3,38,67,0,0,1,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,1,4,23,184,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,4,23,199,1,0,0,0,0,0,0,1,0,0
0,1,0,1,0,0,0,0,1,4,43,104,0,0,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,0,0,4,36,128,0,1,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,4,32,178,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,3,34,183,0,0,0,1,0,0,1,0,0,0
0,1,0,0,0,0,0,1,0,3,33,102,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,3,20,113,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1,5,40,134,0,0,0,1,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,3,43,113,1,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,1,4,29,117,0,0,0,0,1,0,0,1,0,0
0,1,1,0,0,0,0,0,1,3,44,146,0,0,0,0,1,0,0,0,0,1
0,1,0,1,0,0,0,1,0,3,34,104,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0,3,33,177,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,1,4,22,63,0,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,0,0,0,5,61,99,0,1,0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,3,30,132,0,0,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,1,1,3,22,84,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,3,27,179,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,1,5,29,178,0,0,1,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,1,4,45,156,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,1,3,35,157,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,4,35,152,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,4,15,197,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,1,1,5,40,75,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,3,23,70,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,5,20,80,1,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,2,25,146,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,3,58,81,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,3,24,116,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,1,1,3,28,128,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,1,0,1,0,4,23,94,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,2,29,197,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0,0,1,0,0,4,18,106,0,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,3,26,172,0,0,0,0,1,0,0,0,0,1
1,1,0,0,0,1,0,0,0,3,34,96,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,4,30,147,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,4,19,167,0,0,0,0,1,0,0,1,0,0
1,1,1,0,0,0,0,0,0,4,47,183,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1,0,0,0,0,4,25,163,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,3,41,162,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,0,1,2,54,105,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,1,3,56,154,0,0,0,0,0,1,1,0,0,0
0,0,1,0,0,0,0,1,1,3,26,142,1,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,0,1,0,4,32,160,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,1,0,0,0,4,53,153,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1,0,4,43,75,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,4,36,70,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,1,1,3,26,195,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,3,43,164,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,1,1,5,40,114,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,4,29,61,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,2,23,192,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,3,44,192,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,3,33,169,0,0,1,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,1,5,61,166,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,3,22,100,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,1,25,87,0,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,0,2,22,119,0,0,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,0,0,2,31,111,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,3,30,96,0,0,0,0,1,0,0,1,0,0
1,1,0,0,0,1,0,0,0,4,45,89,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,1,0,0,0,4,21,142,0,0,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,3,35,152,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,4,35,134,0,0,0,0,0,1,0,0,1,0
1,1,0,0,0,0,0,0,0,4,16,105,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,1,0,0,3,50,104,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,3,99,128,0,0,1,0,0,0,0,0,0,1
0,1,0,1,0,0,1,0,0,3,29,110,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,3,24,185,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,3,30,166,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,1,3,28,69,0,1,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,5,30,99,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,3,22,64,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,3,32,95,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,1,0,0,0,5,44,139,1,0,0,0,0,0,0,1,0,0
0,1,0,0,0,1,0,0,0,4,21,88,0,0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,1,0,0,4,23,173,0,0,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,2,29,132,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,2,54,132,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,3,41,162,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,2,23,158,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,4,29,109,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,5,24,105,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,4,25,163,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,4,42,89,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,2,37,184,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,3,24,186,0,0,0,0,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,3,26,185,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,1,3,26,105,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,4,24,90,0,0,1,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,4,23,94,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,1,0,0,3,21,183,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,1,0,0,3,33,104,0,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,3,33,97,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,5,27,199,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,3,20,139,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,3,44,167,0,1,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,3,22,115,0,0,0,1,0,0,0,1,0,0
0,0,1,0,1,0,1,0,0,4,63,193,0,0,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0,0,4,59,97,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,3,99,178,0,0,0,0,0,1,1,0,0,0
0,0,1,1,0,0,0,1,0,4,45,164,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,1,25,84,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,4,25,78,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,1,3,50,101,0,0,0,0,1,0,0,1,0,0
0,0,0,1,1,0,0,0,0,2,22,138,0,0,0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,3,17,158,0,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0,1,2,31,104,0,0,0,1,0,0,0,0,0,1
1,1,0,0,0,0,1,0,0,5,19,91,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,3,14,197,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,3,26,134,0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,1,0,0,3,35,158,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,2,33,143,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,4,35,200,0,0,1,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,3,26,65,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,2,39,182,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,4,15,65,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,4,18,61,0,0,0,0,0,1,1,0,0,0
1,0,1,0,0,0,1,0,0,2,25,63,0,0,1,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,4,25,87,0,0,0,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,4,25,98,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,0,4,31,159,0,0,0,0,0,1,1,0,0,0
0,0,1,1,0,0,0,0,0,3,43,71,0,0,0,1,0,0,1,0,0,0
0,0,1,1,1,0,0,0,0,3,30,136,0,0,0,1,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,2,26,198,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,3,32,70,0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,5,44,80,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,0,0,5,67,142,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,0,3,33,75,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,3,24,110,0,0,1,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,4,17,120,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,4,25,135,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,1,4,42,78,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,4,26,81,0,1,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,3,26,94,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,4,25,62,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,2,30,151,0,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,4,23,95,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,4,24,187,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,3,99,78,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,1,0,3,33,188,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,4,26,68,1,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,1,0,0,5,27,129,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,3,33,196,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,3,26,136,0,0,0,1,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,3,22,109,1,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,1,0,0,4,45,173,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,5,30,116,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,0,1,3,35,71,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,3,68,79,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0,0,0,0,1,1,25,199,0,0,0,0,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,4,27,170,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,1,30,176,0,0,0,1,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,5,19,142,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,1,1,2,31,197,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,1,2,31,161,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,0,1,0,4,30,170,1,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,3,14,157,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,0,1,4,18,125,0,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,1,0,0,3,35,99,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,33,89,0,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0,0,4,35,72,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,3,27,97,0,0,0,1,0,0,0,1,0,0
0,0,1,0,0,0,1,0,0,4,20,142,0,0,0,1,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,2,25,146,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,0,0,0,1,3,30,96,0,0,0,0,1,0,1,0,0,0
1,0,0,1,1,0,0,0,0,2,54,167,0,0,0,0,0,1,0,1,0,0
0,0,0,1,0,0,0,1,0,3,41,184,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0,1,1,0,0,2,26,77,0,1,0,0,0,0,0,1,0,0
1,0,1,0,0,0,1,0,0,4,28,183,0,0,0,0,1,0,1,0,0,0
0,0,0,0,1,0,0,0,1,2,23,154,1,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,1,0,0,3,35,167,0,0,1,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,1,5,44,149,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,3,24,83,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,4,23,94,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,2,29,61,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,3,30,153,0,1,0,0,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,4,21,95,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,1,4,19,116,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,4,30,90,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,3,99,128,0,0,0,0,0,1,1,0,0,0
0,0,1,1,0,0,0,0,1,4,26,126,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,3,29,61,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,4,24,87,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1,0,0,0,0,3,33,113,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,4,25,199,0,0,1,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,3,22,134,0,0,0,1,0,0,0,0,1,0
0,0,0,1,1,0,0,0,1,4,30,147,0,0,0,0,1,0,1,0,0,0
0,1,0,1,0,0,0,0,1,4,39,84,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,3,32,195,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,1,2,31,190,1,0,0,0,0,0,1,0,0,0
0,1,1,1,0,0,0,0,0,3,27,134,0,0,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,0,1,3,26,86,0,0,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,0,1,5,19,76,0,0,0,1,0,0,0,0,1,0
0,1,0,1,0,0,0,0,1,5,45,123,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,4,48,180,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,3,35,144,0,0,0,1,0,0,0,1,0,0
0,0,1,0,1,0,0,0,0,4,24,139,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,1,25,87,1,0,0,0,0,0,1,0,0,0
0,1,0,1,1,0,0,0,0,4,24,88,0,1,0,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,0,4,41,86,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,0,1,3,46,134,0,1,0,0,0,0,0,0,0,1
0,0,1,1,0,0,1,0,0,4,20,162,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,3,14,85,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,1,2,54,81,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,1,4,28,166,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,3,35,90,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,3,30,115,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,3,35,120,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,0,0,0,1,5,44,139,0,0,0,1,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,5,56,177,0,1,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,4,20,143,0,1,0,0,0,0,0,0,1,0
0,1,1,1,0,0,0,0,0,4,17,196,1,0,0,0,0,0,0,0,0,1
0,1,1,0,1,0,0,0,0,3,23,143,0,0,0,0,1,0,0,1,0,0
0,0,0,1,1,0,0,0,1,3,26,197,0,0,0,1,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,4,17,139,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,3,24,71,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0,0,0,1,3,30,182,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,4,17,76,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,4,25,184,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,3,32,179,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,4,26,94,0,0,1,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,4,30,69,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,3,33,170,0,0,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,3,29,131,0,1,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,1,3,19,154,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,4,48,76,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,4,45,104,1,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,3,22,181,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3,25,125,0,0,0,1,0,0,1,0,0,0
0,1,0,1,0,0,0,0,1,4,39,105,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,1,5,19,124,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,3,68,105,0,0,0,0,1,0,1,0,0,0
0,1,0,0,1,0,0,0,0,3,26,143,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,0,0,0,1,5,45,160,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1,0,0,0,0,5,55,93,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,1,4,40,183,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,4,24,111,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,1,25,187,0,1,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,4,36,150,1,0,0,0,0,0,1,0,0,0
0,0,1,0,1,0,0,0,1,2,20,87,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,3,46,153,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,4,20,184,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,3,14,128,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,1,4,25,192,1,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,1,2,54,189,0,0,1,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,4,25,132,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,4,35,142,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,3,35,123,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,5,44,138,0,1,0,0,0,0,0,1,0,0
0,0,1,1,1,0,0,0,0,3,26,192,0,0,0,0,1,0,0,1,0,0
0,1,1,0,1,0,0,0,0,3,30,132,0,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,0,0,1,2,26,113,0,0,0,0,1,0,0,0,0,1
0,0,1,0,1,0,0,0,0,5,69,116,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,4,17,185,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,1,4,17,190,0,0,1,0,0,0,1,0,0,0
0,1,0,0,1,0,0,0,1,2,27,130,0,0,0,0,0,1,1,0,0,0
0,0,1,1,1,0,0,0,0,3,23,178,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,1,2,23,88,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,3,24,161,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,3,99,133,1,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,3,30,160,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,5,46,91,0,0,1,0,0,0,0,1,0,0
0,0,1,1,1,0,0,0,0,4,19,141,0,0,0,0,1,0,1,0,0,0
